ID_ELEVE,GENRE,AGE,NIVEAU,ID_PARENT
E00866,f,10,4ème,P1297
E00867,f,11,2nde,P1376
E00868,f,15,6ème,P0628
E00869,m,15,3ème,P2868
E00870,f,15,2nde,P4950
E00871,f,15,CM1,P2825
E00872,f,11,5ème,P0720
E00873,m,12,5ème,P4068
E00874,m,13,3ème,P3109
E00875,f,15,CM1,P1055
E00876,m,13,2nde,P0239
E00877,f,9,2nde,P0051
E00878,f,12,5ème,P1594
E00879,m,13,Terminale,P0778
E00880,m,11,3ème,P3715
E00881,m,15,Terminale,P3632
E00882,f,15,Terminale,P0488
E00883,m,15,CM1,P3230
E00884,f,14,CM1,P3602
E00885,f,11,2nde,P0435
E00886,m,12,1ère,P0197
E00887,f,9,1ère,P4241
E00888,m,15,Terminale,P2765
E00889,m,10,5ème,P1724
E00890,m,14,CM1,P2152
E00891,f,12,4ème,P1499
E00892,f,15,3ème,P4290
E00893,m,15,Terminale,P2725
E00894,f,10,6ème,P2505
E00895,f,15,4ème,P1426
E00896,f,8,4ème,P0085
E00897,m,11,5ème,P4520
E00898,m,11,CM1,P4932
E00899,m,14,CM1,P3043
E00900,f,8,6ème,P1339
E00901,m,11,CM2,P4219
E00902,m,13,Terminale,P2493
E00903,m,12,5ème,P2047
E00904,f,8,5ème,P2116
E00905,m,13,5ème,P4068
E00906,f,12,5ème,P2458
E00907,f,15,1ère,P1627
E00908,f,8,3ème,P0575
E00909,m,8,4ème,P1672
E00910,f,11,Terminale,P3271
E00911,f,9,CM1,P3379
E00912,m,12,5ème,P4791
E00913,f,10,CM1,P3875
E00914,f,10,Terminale,P1551
E00915,m,9,CM2,P3546
E00916,f,8,3ème,P4588
E00917,m,11,6ème,P0314
E00918,f,11,1ère,P4185
E00919,f,11,Terminale,P0919
E00920,f,11,4ème,P0846
E00921,m,14,5ème,P2751
E00922,m,11,6ème,P2141
E00923,f,9,4ème,P2109
E00924,m,13,5ème,P2214
E00925,m,10,2nde,P1101
E00926,m,15,5ème,P3318
E00927,m,10,5ème,P1276
E00928,f,15,6ème,P2539
E00929,f,11,3ème,P1897
E00930,f,9,Terminale,P1351
E00931,m,13,5ème,P2893
E00932,m,14,6ème,P2418
E00933,m,14,2nde,P4602
E00934,m,12,6ème,P4429
E00935,f,8,CM1,P2708
E00936,m,11,6ème,P2286
E00937,m,13,CM1,P1240
E00938,f,10,6ème,P4744
E00939,m,13,1ère,P2500
E00940,m,13,5ème,P0391
E00941,m,9,2nde,P1857
E00942,m,10,Terminale,P0134
E00943,f,10,2nde,P4527
E00944,f,13,6ème,P4414
E00945,m,12,4ème,P0468
E00946,f,9,3ème,P3592
E00947,f,12,3ème,P3693
E00948,m,8,6ème,P2102
E00949,m,13,2nde,P1886
E00950,m,8,CM1,P4316
E00951,f,8,6ème,P4890
E00952,f,12,CM1,P4097
E00953,m,14,6ème,P2467
E00954,f,15,Terminale,P4505
E00955,f,12,5ème,P1380
E00956,m,11,CM2,P0459
E00957,m,9,4ème,P3420
E00958,f,15,6ème,P4139
E00959,f,8,1ère,P2098
E00960,f,8,4ème,P0038
E00961,f,13,CM1,P3158
E00962,f,14,3ème,P1127
E00963,m,15,Terminale,P3629
E00964,f,13,4ème,P1846
E00965,f,10,3ème,P1978
E00966,m,11,CM2,P1112
E00967,m,12,4ème,P2601
E00968,m,15,3ème,P3167
E00969,f,11,1ère,P2086
E00970,f,14,5ème,P2873
E00971,m,10,2nde,P1747
E00972,m,10,5ème,P1626
E00973,f,14,Terminale,P3161
E00974,m,14,Terminale,P2822
E00975,f,13,2nde,P3190
E00976,f,10,CM1,P0896
E00977,f,14,1ère,P0626
E00978,m,13,2nde,P0469
E00979,m,15,Terminale,P4217
E00980,m,15,2nde,P2592
E00981,m,8,3ème,P0270
E00982,f,13,6ème,P4351
E00983,m,14,3ème,P0511
E00984,f,8,1ère,P1257
E00985,m,8,5ème,P2293
E00986,m,12,3ème,P1583
E00987,f,14,4ème,P3784
E00988,f,15,2nde,P0367
E00989,f,14,CM2,P0976
E00990,m,12,CM2,P1288
E00991,m,13,CM2,P0153
E00992,f,13,4ème,P2332
E00993,f,11,4ème,P2305
E00994,f,15,5ème,P3731
E00995,m,11,3ème,P1487
E00996,m,8,2nde,P0381
E00997,m,8,CM2,P4963
E00998,m,13,CM1,P3453
E00999,f,9,CM1,P1977
E01000,f,11,5ème,P2830
E01001,m,10,4ème,P0543
E01002,m,11,CM2,P1831
E01003,f,8,4ème,P0746
E01004,m,10,6ème,P2796
E01005,m,13,2nde,P2084
E01006,m,13,CM1,P0373
E01007,f,9,1ère,P0290
E01008,m,10,CM1,P0146
E01009,m,8,5ème,P2236
E01010,f,13,1ère,P3790
E01011,f,14,Terminale,P2655
E01012,m,15,5ème,P0777
E01013,f,9,3ème,P2621
E01014,f,10,CM1,P4898
E01015,f,10,CM2,P1952
E01016,f,8,4ème,P3448
E01017,f,8,3ème,P3571
E01018,m,14,6ème,P4985
E01019,m,10,4ème,P3710
E01020,m,15,4ème,P3997
E01021,f,13,2nde,P1817
E01022,f,12,5ème,P0848
E01023,m,11,4ème,P1214
E01024,m,9,3ème,P2761
E01025,f,9,CM2,P2651
E01026,m,14,1ère,P3483
E01027,f,10,3ème,P4781
E01028,f,11,CM2,P4958
E01029,f,14,2nde,P3842
E01030,f,11,Terminale,P1638
E01031,m,14,6ème,P1568
E01032,m,11,5ème,P4552
E01033,f,11,1ère,P4042
E01034,m,12,2nde,P4622
E01035,m,13,CM2,P0327
E01036,f,8,3ème,P3554
E01037,m,10,CM1,P3667
E01038,f,15,2nde,P4030
E01039,m,10,1ère,P0296
E01040,f,15,6ème,P3726
E01041,f,10,Terminale,P3688
E01042,f,10,5ème,P0300
E01043,m,13,5ème,P2794
E01044,m,13,2nde,P3510
E01045,m,15,5ème,P0929
E01046,m,12,CM2,P1413
E01047,m,13,1ère,P4509
E01048,m,11,6ème,P2054
E01049,m,12,CM2,P1052
E01050,f,12,1ère,P0841
E01051,f,8,CM1,P4874
E01052,f,8,1ère,P4637
E01053,m,12,CM1,P3118
E01054,m,10,CM2,P4083
E01055,f,11,CM1,P2507
E01056,m,15,5ème,P0368
E01057,m,14,4ème,P2216
E01058,m,12,4ème,P0581
E01059,f,10,6ème,P4755
E01060,f,11,Terminale,P3810
E01061,m,15,1ère,P4278
E01062,f,12,CM1,P1579
E01063,m,13,6ème,P3380
E01064,f,14,1ère,P1320
E01065,m,12,CM2,P2943
E01066,m,13,CM1,P1880
E01067,m,12,5ème,P4181
E01068,m,15,6ème,P0813
E01069,m,8,1ère,P0143
E01070,f,14,6ème,P3776
E01071,m,15,Terminale,P2359
E01072,m,15,CM1,P0609
E01073,m,10,6ème,P0576
E01074,m,13,3ème,P2517
E01075,m,14,3ème,P2838
E01076,m,9,CM2,P2528
E01077,m,8,5ème,P0907
E01078,f,12,CM1,P2043
E01079,m,9,1ère,P3789
E01080,f,11,4ème,P2355
E01081,m,10,Terminale,P4872
E01082,f,9,CM2,P4105
E01083,f,8,CM2,P0311
E01084,m,15,CM1,P4596
E01085,f,12,1ère,P0500
E01086,f,10,CM2,P0531
E01087,f,9,5ème,P4406
E01088,m,14,1ère,P1206
E01089,m,14,CM2,P3896
E01090,f,11,4ème,P3949
E01091,f,12,5ème,P4132
E01092,m,13,3ème,P0554
E01093,m,15,4ème,P2910
E01094,m,12,1ère,P2227
E01095,f,15,CM1,P2900
E01096,f,15,Terminale,P0310
E01097,f,12,5ème,P4066
E01098,f,14,Terminale,P4011
E01099,f,9,3ème,P0311
E01100,m,9,4ème,P1669
E01101,f,12,3ème,P0628
E01102,m,8,4ème,P0280
E01103,f,10,4ème,P1796
E01104,f,9,2nde,P0367
E01105,f,8,6ème,P2673
E01106,f,14,6ème,P1071
E01107,m,15,6ème,P3857
E01108,f,15,CM2,P4846
E01109,f,13,3ème,P4583
E01110,m,13,CM2,P3910
E01111,f,15,2nde,P1217
E01112,f,8,3ème,P3567
E01113,m,8,5ème,P4398
E01114,f,8,1ère,P2373
E01115,f,8,CM1,P1316
E01116,m,10,CM2,P0590
E01117,f,9,2nde,P2948
E01118,m,9,CM1,P2753
E01119,f,9,Terminale,P1617
E01120,m,8,1ère,P3360
E01121,m,9,5ème,P1305
E01122,f,10,1ère,P2210
E01123,m,15,6ème,P1421
E01124,f,9,1ère,P1478
E01125,f,14,3ème,P3925
E01126,f,14,Terminale,P0423
E01127,f,9,Terminale,P3576
E01128,m,15,3ème,P0307
E01129,m,8,CM1,P0772
E01130,f,11,2nde,P4173
E01131,f,15,1ère,P1010
E01132,f,14,1ère,P2779
E01133,m,12,Terminale,P1689
E01134,m,8,CM1,P2938
E01135,f,15,5ème,P1159
E01136,m,11,5ème,P0376
E01137,f,15,5ème,P1761
E01138,m,8,2nde,P2499
E01139,f,8,Terminale,P2501
E01140,f,13,4ème,P4326
E01141,f,8,CM2,P4530
E01142,f,11,Terminale,P1928
E01143,m,14,4ème,P2991
E01144,f,13,CM1,P1201
E01145,f,9,CM1,P0758
E01146,m,14,4ème,P1247
E01147,m,8,4ème,P4930
E01148,f,13,CM1,P2133
E01149,m,8,1ère,P1258
E01150,f,13,Terminale,P1979
E01151,f,11,3ème,P2146
E01152,f,8,1ère,P1046
E01153,f,13,2nde,P1597
E01154,m,13,CM2,P2532
E01155,f,9,CM1,P1601
E01156,m,9,1ère,P0027
E01157,m,8,CM2,P4880
E01158,f,13,2nde,P2385
E01159,m,11,2nde,P4579
E01160,m,13,CM1,P1534
E01161,m,14,1ère,P3662
E01162,m,11,5ème,P1247
E01163,f,12,Terminale,P4099
E01164,f,13,CM2,P2292
E01165,m,9,1ère,P0853
E01166,f,15,4ème,P2312
E01167,f,14,Terminale,P0117
E01168,f,13,CM1,P4838
E01169,f,12,6ème,P3334
E01170,f,9,CM1,P4754
E01171,f,8,1ère,P0766
E01172,f,8,3ème,P1530
E01173,f,9,CM2,P2326
E01174,m,15,6ème,P0840
E01175,m,8,5ème,P1963
E01176,m,15,Terminale,P4487
E01177,f,13,3ème,P2561
E01178,m,15,CM2,P4994
E01179,f,14,CM2,P2420
E01180,m,13,6ème,P0565
E01181,f,12,3ème,P4678
E01182,f,10,3ème,P2538
E01183,f,10,4ème,P0076
E01184,m,13,CM1,P2677
E01185,m,13,CM2,P1584
E01186,f,15,4ème,P4900
E01187,f,11,2nde,P4922
E01188,f,12,5ème,P2421
E01189,f,11,5ème,P4196
E01190,f,11,4ème,P0104
E01191,f,11,5ème,P4729
E01192,m,9,4ème,P2308
E01193,m,9,CM2,P2759
E01194,m,14,2nde,P3620
E01195,f,11,6ème,P2671
E01196,m,14,5ème,P2404
E01197,f,9,CM2,P0975
E01198,f,8,3ème,P0900
E01199,m,12,3ème,P2931
E01200,m,10,5ème,P2337
E01201,f,9,6ème,P3321
E01202,m,11,4ème,P1351
E01203,m,15,2nde,P1796
E01204,f,10,CM1,P4991
E01205,m,13,5ème,P0322
E01206,m,14,CM2,P3745
E01207,f,8,5ème,P0429
E01208,f,15,1ère,P0047
E01209,f,8,1ère,P3745
E01210,f,13,4ème,P3840
E01211,m,12,CM2,P1285
E01212,m,13,5ème,P0521
E01213,f,8,1ère,P3487
E01214,f,13,2nde,P1889
E01215,m,10,5ème,P1392
E01216,f,10,CM2,P3891
E01217,m,11,4ème,P1373
E01218,f,11,2nde,P2879
E01219,f,8,CM2,P4762
E01220,m,9,4ème,P1234
E01221,m,14,CM1,P1386
E01222,m,13,6ème,P0578
E01223,f,11,CM1,P0671
E01224,m,15,2nde,P3869
E01225,m,11,6ème,P0212
E01226,f,8,2nde,P0979
E01227,f,9,Terminale,P2093
E01228,m,12,1ère,P2150
E01229,m,10,5ème,P4037
E01230,m,15,4ème,P2166
E01231,f,14,5ème,P2415
E01232,f,11,5ème,P4085
E01233,m,10,1ère,P0406
E01234,f,14,4ème,P0032
E01235,f,12,4ème,P0906
E01236,f,10,5ème,P2064
E01237,m,15,5ème,P4996
E01238,f,10,6ème,P2902
E01239,f,9,1ère,P2263
E01240,f,15,CM1,P1853
E01241,f,15,6ème,P3084
E01242,m,15,6ème,P4830
E01243,f,9,CM1,P0229
E01244,m,10,CM2,P1192
E01245,m,14,2nde,P1289
E01246,m,11,5ème,P3989
E01247,f,14,5ème,P4306
E01248,f,10,1ère,P3684
E01249,m,10,CM1,P2683
E01250,f,8,5ème,P4646
E01251,f,9,Terminale,P3946
E01252,f,11,CM1,P0251
E01253,m,13,5ème,P2742
E01254,f,12,Terminale,P2618
E01255,m,12,4ème,P0852
E01256,f,13,4ème,P1964
E01257,m,15,4ème,P4626
E01258,m,15,6ème,P0317
E01259,m,13,CM1,P1111
E01260,f,10,6ème,P2001
E01261,f,12,6ème,P4946
E01262,f,12,CM1,P0783
E01263,m,9,4ème,P3275
E01264,f,10,3ème,P2967
E01265,m,8,1ère,P4410
E01266,f,11,Terminale,P3311
E01267,f,11,CM1,P2926
E01268,f,13,3ème,P3730
E01269,m,9,CM2,P2127
E01270,m,15,5ème,P2669
E01271,f,9,Terminale,P3843
E01272,m,8,6ème,P3250
E01273,m,11,CM2,P0366
E01274,m,11,2nde,P1933
E01275,f,9,CM1,P3131
E01276,m,9,3ème,P4176
E01277,f,9,1ère,P3335
E01278,m,14,Terminale,P1166
E01279,f,13,5ème,P2439
E01280,m,15,CM2,P1401
E01281,m,10,CM1,P4812
E01282,f,15,5ème,P2819
E01283,m,14,CM2,P1221
E01284,m,8,CM1,P1442
E01285,f,10,2nde,P1046
E01286,f,14,Terminale,P1213
E01287,f,11,CM2,P0481
E01288,f,13,4ème,P3022
E01289,f,12,6ème,P4345
E01290,m,15,1ère,P0011
E01291,f,12,5ème,P2766
E01292,m,8,6ème,P4624
E01293,f,11,4ème,P2320
E01294,f,13,4ème,P2132
E01295,f,11,3ème,P3179
E01296,f,13,CM2,P2287
E01297,m,9,3ème,P0526
E01298,f,11,3ème,P3976
E01299,m,9,6ème,P2852
E01300,m,15,2nde,P0470
E01301,f,9,3ème,P3012
E01302,f,8,3ème,P4470
E01303,m,11,5ème,P4672
E01304,m,10,5ème,P4874
E01305,f,8,1ère,P2183
E01306,m,14,5ème,P2626
E01307,f,13,4ème,P4861
E01308,m,9,3ème,P0867
E01309,f,8,6ème,P4749
E01310,f,14,CM2,P0539
E01311,m,13,4ème,P4410
E01312,m,11,CM2,P4725
E01313,m,15,6ème,P0342
E01314,m,15,CM2,P0809
E01315,m,12,CM1,P3864
E01316,f,12,CM1,P0060
E01317,f,8,5ème,P0326
E01318,m,10,6ème,P2929
E01319,f,12,3ème,P3543
E01320,m,9,4ème,P0359
E01321,m,13,2nde,P0814
E01322,m,12,1ère,P4120
E01323,m,13,3ème,P2561
E01324,m,11,1ère,P3999
E01325,m,10,1ère,P4834
E01326,m,9,CM2,P4548
E01327,f,15,5ème,P1758
E01328,f,11,2nde,P1405
E01329,f,9,6ème,P2520
E01330,f,8,Terminale,P4166
E01331,f,14,3ème,P3266
E01332,f,8,CM1,P3966
E01333,f,11,3ème,P2589
E01334,m,15,5ème,P4102
E01335,m,8,4ème,P4253
E01336,m,15,4ème,P0383
E01337,f,14,CM1,P1765
E01338,f,8,2nde,P3009
E01339,f,15,6ème,P0709
E01340,m,9,4ème,P4928
E01341,m,12,4ème,P0625
E01342,f,8,2nde,P3834
E01343,f,14,6ème,P3041
E01344,m,15,3ème,P2916
E01345,f,14,5ème,P3308
E01346,m,13,2nde,P3089
E01347,f,13,CM1,P1212
E01348,m,11,5ème,P3800
E01349,f,14,5ème,P1554
E01350,m,13,Terminale,P1557
E01351,f,12,Terminale,P0225
E01352,f,8,Terminale,P0349
E01353,f,11,6ème,P2804
E01354,m,13,Terminale,P0065
E01355,f,11,4ème,P1151
E01356,f,13,6ème,P0082
E01357,m,15,2nde,P4611
E01358,m,10,CM1,P3033
E01359,f,15,CM2,P0484
E01360,m,11,6ème,P2694
E01361,f,14,1ère,P2285
E01362,f,15,2nde,P4248
E01363,f,12,1ère,P4551
E01364,m,9,2nde,P2997
E01365,f,10,5ème,P0226
E01366,f,8,5ème,P3512
E01367,f,10,Terminale,P3882
E01368,m,10,1ère,P3804
E01369,m,12,6ème,P4160
E01370,f,10,6ème,P3953
E01371,f,15,CM1,P4088
E01372,f,11,6ème,P2462
E01373,m,8,2nde,P0168
E01374,m,8,CM2,P4660
E01375,f,12,CM1,P1039
E01376,m,12,CM1,P1158
E01377,f,15,CM1,P4456
E01378,m,10,4ème,P3129
E01379,m,14,Terminale,P1922
E01380,f,13,1ère,P3357
E01381,m,10,CM1,P3514
E01382,f,13,Terminale,P1969
E01383,f,12,4ème,P1708
E01384,m,13,CM1,P4843
E01385,m,12,3ème,P4730
E01386,m,11,CM1,P0288
E01387,m,14,5ème,P3609
E01388,f,8,1ère,P2801
E01389,f,12,6ème,P0846
E01390,f,9,CM1,P3900
E01391,f,14,6ème,P0298
E01392,f,11,5ème,P4109
E01393,f,10,CM1,P0524
E01394,m,14,Terminale,P1705
E01395,m,9,3ème,P3044
E01396,f,15,4ème,P3278
E01397,f,13,5ème,P2661
E01398,m,9,CM1,P0123
E01399,m,9,2nde,P4952
E01400,f,8,6ème,P3011
E01401,m,10,Terminale,P3556
E01402,m,12,2nde,P4038
E01403,f,12,2nde,P3746
E01404,m,13,2nde,P4971
E01405,m,9,4ème,P2303
E01406,m,11,CM1,P3437
E01407,m,10,6ème,P0760
E01408,f,12,CM1,P1828
E01409,m,12,2nde,P0783
E01410,m,13,Terminale,P0544
E01411,m,8,2nde,P2456
E01412,m,11,6ème,P1142
E01413,m,14,6ème,P0513
E01414,m,10,CM1,P3432
E01415,f,13,1ère,P3632
E01416,m,13,CM1,P0577
E01417,f,14,2nde,P0044
E01418,m,9,6ème,P3444
E01419,f,9,3ème,P4914
E01420,f,11,4ème,P3113
E01421,f,9,Terminale,P4739
E01422,m,10,5ème,P4191
E01423,m,13,3ème,P1205
E01424,f,8,Terminale,P4030
E01425,m,9,Terminale,P4817
E01426,m,13,5ème,P3223
E01427,f,9,3ème,P4558
E01428,f,15,CM1,P4077
E01429,f,8,Terminale,P3421
E01430,f,14,6ème,P1521
E01431,m,13,2nde,P2627
E01432,f,11,CM2,P4167
E01433,f,8,CM2,P2858
E01434,f,10,CM1,P4024
E01435,m,15,CM1,P4832
E01436,m,13,CM1,P1917
E01437,f,13,CM2,P2700
E01438,f,11,CM1,P3450
E01439,m,14,6ème,P0922
E01440,f,15,2nde,P2462
E01441,f,14,1ère,P4510
E01442,m,13,CM2,P2182
E01443,f,12,5ème,P2997
E01444,m,14,Terminale,P2993
E01445,f,12,4ème,P0168
E01446,m,12,6ème,P4746
E01447,m,9,3ème,P0835
E01448,f,15,6ème,P4378
E01449,f,15,Terminale,P5000
E01450,m,8,4ème,P0268
E01451,f,9,Terminale,P3800
E01452,m,8,6ème,P3486
E01453,f,9,2nde,P0448
E01454,f,11,6ème,P1036
E01455,m,15,3ème,P1163
E01456,f,13,CM2,P1298
E01457,f,12,6ème,P1645
E01458,f,12,6ème,P2288
E01459,m,12,CM1,P1679
E01460,m,10,3ème,P2552
E01461,m,12,1ère,P3718
E01462,f,8,2nde,P4785
E01463,m,13,2nde,P1914
E01464,f,11,2nde,P0124
E01465,m,9,5ème,P1328
E01466,m,9,CM1,P4903
E01467,f,8,4ème,P1529
E01468,f,9,1ère,P0503
E01469,f,13,CM2,P2365
E01470,f,8,1ère,P3149
E01471,f,14,6ème,P3487
E01472,f,13,1ère,P4136
E01473,f,9,5ème,P0608
E01474,m,11,4ème,P3359
E01475,f,15,2nde,P0295
E01476,f,11,5ème,P4539
E01477,m,12,3ème,P4864
E01478,m,15,2nde,P3245
E01479,f,13,5ème,P2183
E01480,m,11,5ème,P2743
E01481,m,14,6ème,P3054
E01482,f,11,6ème,P3115
E01483,f,14,6ème,P3368
E01484,f,12,6ème,P2336
E01485,f,11,1ère,P1552
E01486,f,12,3ème,P3067
E01487,f,10,Terminale,P1541
E01488,f,10,6ème,P2619
E01489,m,14,1ère,P0892
E01490,f,12,5ème,P0384
E01491,m,8,Terminale,P3694
E01492,f,15,CM2,P3751
E01493,f,14,3ème,P3882
E01494,m,13,1ère,P2811
E01495,f,12,CM1,P4622
E01496,m,9,Terminale,P4335
E01497,f,14,CM1,P4265
E01498,f,13,5ème,P1344
E01499,m,8,4ème,P2074
E01500,f,11,5ème,P2580
E01501,m,11,3ème,P2560
E01502,f,11,CM2,P3241
E01503,f,13,CM2,P1180
E01504,m,11,6ème,P2113
E01505,m,9,4ème,P1749
E01506,f,14,3ème,P4281
E01507,m,10,1ère,P2539
E01508,m,14,CM2,P3957
E01509,f,11,1ère,P4974
E01510,f,14,6ème,P2846
E01511,f,8,Terminale,P2768
E01512,m,15,3ème,P1521
E01513,m,9,6ème,P1213
E01514,m,12,Terminale,P4796
E01515,m,9,CM2,P2667
E01516,f,14,CM2,P2198
E01517,m,12,CM1,P0957
E01518,f,11,1ère,P1281
E01519,m,13,3ème,P0986
E01520,f,15,2nde,P3333
E01521,f,9,CM1,P3867
E01522,f,11,CM1,P0577
E01523,f,14,3ème,P2248
E01524,f,14,CM2,P1645
E01525,f,15,1ère,P3474
E01526,m,14,Terminale,P0004
E01527,f,12,6ème,P4229
E01528,m,11,CM1,P0679
E01529,m,12,1ère,P2339
E01530,f,14,Terminale,P3985
E01531,m,9,1ère,P3917
E01532,m,12,4ème,P1934
E01533,m,10,Terminale,P2675
E01534,m,15,4ème,P1616
E01535,m,8,4ème,P0933
E01536,f,13,1ère,P2938
E01537,m,13,3ème,P0846
E01538,f,12,6ème,P2198
E01539,f,14,6ème,P0732
E01540,f,10,1ère,P4474
E01541,m,15,Terminale,P3278
E01542,f,11,CM2,P2132
E01543,m,15,CM1,P4335
E01544,f,14,CM2,P3552
E01545,m,11,CM2,P0430
E01546,m,10,CM1,P2662
E01547,f,9,2nde,P1600
E01548,m,12,CM2,P2931
E01549,m,10,CM1,P3257
E01550,m,8,4ème,P3404
E01551,m,12,1ère,P3970
E01552,f,8,5ème,P1360
E01553,f,10,CM2,P2442
E01554,m,15,5ème,P3418
E01555,f,9,1ère,P2676
E01556,m,8,4ème,P3070
E01557,m,12,1ère,P0572
E01558,m,15,CM2,P3281
E01559,f,10,2nde,P2653
E01560,m,13,3ème,P1826
E01561,m,14,CM2,P0210
E01562,f,14,CM2,P4731
E01563,f,15,CM1,P4644
E01564,f,8,4ème,P3232
E01565,m,8,CM1,P3690
E01566,m,11,Terminale,P2919
E01567,f,9,6ème,P3642
E01568,f,8,2nde,P4441
E01569,f,10,3ème,P4417
E01570,f,15,CM1,P1908
E01571,m,11,3ème,P0453
E01572,m,13,6ème,P4782
E01573,f,14,3ème,P2679
E01574,f,8,CM2,P1425
E01575,f,11,Terminale,P0017
E01576,m,15,5ème,P0979
E01577,f,10,CM2,P0485
E01578,m,11,1ère,P0756
E01579,f,13,5ème,P3574
E01580,f,9,2nde,P1572
E01581,f,8,4ème,P1195
E01582,m,13,CM1,P4326
E01583,m,11,1ère,P4167
E01584,f,12,5ème,P4884
E01585,m,11,CM2,P4378
E01586,f,9,4ème,P0480
E01587,f,11,CM2,P3693
E01588,f,13,1ère,P4079
E01589,f,14,6ème,P1559
E01590,f,15,CM2,P4296
E01591,m,12,Terminale,P0389
E01592,m,9,Terminale,P2348
E01593,f,12,CM1,P0999
E01594,m,15,2nde,P0892
E01595,f,9,3ème,P1464
E01596,f,9,5ème,P2101
E01597,f,14,2nde,P1000
E01598,m,11,CM1,P4072
E01599,f,14,3ème,P1554
E01600,m,10,CM2,P0169
E01601,m,12,1ère,P0115
E01602,m,8,CM2,P2141
E01603,m,13,3ème,P3427
E01604,f,9,5ème,P2938
E01605,m,14,6ème,P4860
E01606,m,13,CM2,P2079
E01607,f,14,CM2,P1219
E01608,f,8,1ère,P2221
E01609,m,10,6ème,P3145
E01610,m,12,6ème,P2298
E01611,m,13,CM1,P3490
E01612,f,14,4ème,P1724
E01613,m,8,6ème,P3141
E01614,f,13,4ème,P2797
E01615,f,9,2nde,P0502
E01616,f,8,CM1,P1919
E01617,f,10,Terminale,P4923
E01618,f,11,6ème,P4663
E01619,f,13,Terminale,P3284
E01620,f,8,5ème,P1465
E01621,f,10,5ème,P0733
E01622,f,15,1ère,P4873
E01623,f,8,CM2,P2768
E01624,m,11,2nde,P3607
E01625,f,11,1ère,P3035
E01626,m,14,CM1,P1027
E01627,f,14,CM2,P0102
E01628,m,11,6ème,P3746
E01629,m,13,Terminale,P1971
E01630,m,13,Terminale,P3973
E01631,f,14,4ème,P2029
E01632,f,8,CM1,P1420
E01633,f,12,CM1,P4652
E01634,m,15,Terminale,P2377
E01635,f,14,1ère,P2307
E01636,f,12,3ème,P3386
E01637,m,13,Terminale,P3515
E01638,f,11,CM2,P3905
E01639,m,8,3ème,P4458
E01640,m,15,6ème,P1822
E01641,m,14,CM2,P1733
E01642,m,14,4ème,P3819
E01643,m,8,Terminale,P2218
E01644,f,15,2nde,P4270
E01645,f,12,4ème,P3463
E01646,m,11,CM1,P3309
E01647,f,10,2nde,P1167
E01648,f,10,6ème,P1969
E01649,f,15,6ème,P0975
E01650,m,14,Terminale,P0893
E01651,m,15,Terminale,P4190
E01652,f,15,CM2,P2818
E01653,f,12,CM2,P4739
E01654,f,8,CM1,P0405
E01655,f,9,Terminale,P2037
E01656,m,13,2nde,P2244
E01657,f,13,3ème,P1186
E01658,f,12,CM1,P4848
E01659,m,8,4ème,P2542
E01660,m,14,2nde,P0160
E01661,f,9,CM1,P2119
E01662,m,9,5ème,P1197
E01663,m,15,2nde,P3306
E01664,f,15,2nde,P1120
E01665,m,14,1ère,P1797
E01666,f,15,5ème,P1245
E01667,f,12,6ème,P0627
E01668,m,11,CM1,P4512
E01669,f,11,6ème,P3422
E01670,m,11,4ème,P2643
E01671,f,8,1ère,P2867
E01672,f,8,5ème,P2372
E01673,f,9,Terminale,P2531
E01674,f,11,4ème,P4079
E01675,f,15,1ère,P2355
E01676,f,14,5ème,P1977
E01677,m,8,3ème,P4184
E01678,m,11,Terminale,P3264
E01679,f,14,CM2,P2532
E01680,m,10,1ère,P0851
E01681,m,8,2nde,P3309
E01682,m,12,4ème,P4164
E01683,m,9,1ère,P3203
E01684,f,15,5ème,P3247
E01685,f,12,1ère,P3586
E01686,f,15,CM2,P2410
E01687,f,9,6ème,P4862
E01688,f,13,3ème,P0728
E01689,f,9,Terminale,P4788
E01690,f,15,4ème,P3358
E01691,f,14,6ème,P4426
E01692,f,14,CM1,P0929
E01693,f,14,1ère,P2813
E01694,f,10,CM1,P0029
E01695,f,9,CM1,P3802
E01696,f,13,4ème,P2428
E01697,f,11,1ère,P3874
E01698,m,12,5ème,P2822
E01699,m,12,5ème,P3634
E01700,f,9,1ère,P2610
E01701,f,10,6ème,P2421
E01702,f,8,1ère,P2939
E01703,f,12,1ère,P4736
E01704,f,8,1ère,P4134
E01705,m,11,3ème,P2515
E01706,m,10,5ème,P3688
E01707,f,8,4ème,P0792
E01708,m,9,Terminale,P2480
E01709,f,13,4ème,P1092
E01710,m,10,1ère,P3113
E01711,f,8,CM1,P1015
E01712,m,9,CM1,P0678
E01713,f,13,4ème,P2152
E01714,m,11,4ème,P2928
E01715,f,10,CM2,P2101
E01716,f,14,CM2,P4797
E01717,m,10,6ème,P4681
E01718,f,15,CM2,P3967
E01719,m,12,3ème,P2224
E01720,f,15,5ème,P2969
E01721,m,9,3ème,P4504
E01722,f,12,CM2,P4226
E01723,f,14,CM2,P2367
E01724,f,12,Terminale,P0809
E01725,f,9,2nde,P0099
E01726,f,14,6ème,P2445
E01727,f,11,4ème,P3031
E01728,f,8,Terminale,P1799
E01729,f,11,6ème,P2204
E01730,f,10,1ère,P0104
E01731,m,13,5ème,P0639
E01732,f,13,CM2,P1950
